,year,population_access_to_electricity,access_to_clean_fuels_for_cooking,re_share_in_total_ec_in_percentage,electricity_from_renewables_twh,lowcarbon_electricity,primary_energy_consumption_per_capita_kwhperson,gdp_growth,gdp_per_capita,country_id
3269,2008,91.21943,55.2,1.99,0.0,0.0,5056.352,4.750169656,3331.546555,158
3270,2009,91.94175,57.6,1.82,0.0,0.0,5477.1777,-5.199109037,3006.606344,158
3271,2010,92.67672,59.8,1.01,0.0,0.0,4973.945,0.803490183,3527.952342,158
3272,2011,92.17545,62.1,1.14,0.0,0.0,4697.0693,6.818276144,4002.813771,158
3273,2012,92.8,64.6,1.15,0.0,0.0,4791.762,0.823102718,4581.783245,158
3274,2013,94.983665,67.0,1.58,0.0,0.0,4721.155,0.312307909,4428.146521,158
3275,2014,95.7897,69.5,1.7,0.0,0.0,5144.9155,2.01870046,4354.24436,158
3276,2015,100.0,72.1,1.94,0.0,0.0,5404.378,1.171888256,4336.239603,158
3277,2016,97.02,75.1,2.03,0.0,0.0,5738.4834,6.571000501,4157.877249,158
3278,2017,98.36157,77.1,1.96,0.01,16.666668,6831.2397,3.322432544,4513.432531,158
3279,2018,99.13257,79.75,1.78,0.01,14.285714,5979.639,0.300009404,4740.700272,158
3280,2019,98.4,82.1,1.77,0.01,14.285714,6863.2144,0.734030017,4903.012138,158
3281,2020,100.0,84.1,32.63816497829233,0.01,14.285714,6542.066,0.654698596,4624.823449,158
3282,2000,91.29,100.0,0.76,0.03,0.5836576,89203.08,6.901359591,6435.134212,159
3283,2001,96.93202,100.0,0.71,0.03,0.5660377,95790.32,4.168523982,6939.828471,159
3284,2002,97.123146,100.0,0.69,0.03,0.5660377,103376.06,7.936709687,7053.087371,159
3285,2003,97.30902,100.0,0.6,0.03,0.49586776,115246.71,14.44098954,8807.866068,159
3286,2004,97.49202,100.0,0.6,0.03,0.49668875,126030.695,7.950051511,10293.86925,159
3287,2005,97.67448,100.0,0.54,0.04,0.60240966,134353.78,6.20893788,12327.28071,159
3288,2006,100.0,100.0,0.55,0.04,0.5925926,156027.7,13.20805861,14102.59329,159
3289,2007,100.0,100.0,0.45,0.03,0.41551247,159970.84,4.754209701,16539.89075,159
3290,2008,100.0,100.0,0.46,0.0,0.0,156718.94,3.391737078,21204.00818,159
3291,2009,99.0,100.0,0.49,0.0,0.0,154489.58,-4.391729247,14514.24061,159
3292,2010,100.0,100.0,0.38,0.0,0.0,165831.28,3.32322471,16683.39306,159
3293,2011,100.0,100.0,0.38,0.0,0.0,161740.31,-0.294354409,19034.12071,159
3294,2012,100.0,100.0,0.37,0.0,0.0,158071.06,1.269964365,19157.45977,159
3295,2013,100.0,100.0,0.36,0.0,0.0,159847.2,2.229074805,20143.54541,159
3296,2014,100.0,100.0,0.35,0.0,0.0,157936.94,-0.912544969,20270.93377,159
3297,2015,100.0,100.0,0.37,0.01,0.11098779,152244.28,1.483781034,18214.46062,159
3298,2016,100.0,100.0,0.43,0.01,0.11286682,134233.72,-5.601818139,16250.62869,159
3299,2017,100.0,100.0,0.42,0.01,0.11402508,141542.45,-2.987340197,16173.74005,159
3300,2018,100.0,100.0,0.45,0.01,0.11520737,131650.61,0.066049775,17037.86236,159
3301,2019,100.0,100.0,0.43,0.01,0.11574074,123712.94,-1.246427336,16637.16294,159
3302,2020,100.0,100.0,32.63816497829233,0.01,0.12180268,108794.93,-7.853939948,15425.63511,159
3303,2000,94.8,94.2,14.24,0.08,0.8032128,9003.821,4.709972903,2211.835015,160
3304,2001,97.3,95.1,14.22,0.07,0.6535948,9892.748,3.796271547,2253.034852,160
3305,2002,97.8,96.1,14.55,0.09,0.80862534,9695.501,1.322557147,2344.396907,160
3306,2003,98.4,96.8,14.13,0.19,1.6281062,9464.025,4.702399649,2760.405122,160
3307,2004,99.0,97.4,13.92,0.19,1.5459723,9557.016,6.235790615,3111.374381,160
3308,2005,99.3,97.9,14.18,0.18,1.387818,10276.655,3.486545622,3193.204358,160
3309,2006,99.4,98.4,14.32,0.13,0.9789157,9603.969,5.244099762,3369.924443,160
3310,2007,99.4,98.7,14.32,0.09,0.6965944,8479.419,6.709521019,3776.332046,160
3311,2008,99.4,99.0,14.61,0.07,0.5181347,9715.218,4.237781547,4307.580023,160
3312,2009,99.5,99.2,16.07,0.18,1.2543553,8024.898,3.043450093,4128.463959,160
3313,2010,99.5,99.4,12.61,0.19,1.270903,8150.696,3.511164066,4344.64192,160
3314,2011,99.5,99.5,13.24,0.16,1.0437051,7678.843,-1.664189085,4479.930327,160
3315,2012,99.5,99.6,13.0,0.32,1.904762,8332.082,3.913275869,4361.687736,160
3316,2013,99.7,99.7,13.17,0.44,2.5761125,8726.086,2.14306442,4444.816511,160
3317,2014,99.8,99.7,12.86,0.59,3.303471,9507.342,2.706608566,4544.016632,160
3318,2015,99.9,99.7,12.5,0.58,3.1607628,9709.658,1.000180784,4094.836287,160
3319,2016,100.0,99.8,12.4,0.63,3.4072473,9585.773,1.117425857,3924.363346,160
3320,2017,100.0,99.8,11.82,0.6,3.1298907,10039.691,2.244200968,3687.777461,160
3321,2018,99.8,99.8,11.91,0.64,3.2786884,10208.622,2.510907072,3680.892597,160
3322,2019,100.0,99.8,12.2,0.82,3.9902678,10128.142,1.401976676,3574.654024,160
3323,2020,100.0,99.8,32.63816497829233,0.85,4.3411646,9290.702,-9.182372594,3521.591948,160
3324,2000,100.0,90.1,17.29,31.16,25.062334,13486.676,6.933239705,4337.478003,161
3325,2001,100.0,90.8,18.12,24.34,19.919796,12073.247,-5.750006555,3142.920998,161
3326,2002,100.0,91.3,17.49,33.96,26.444479,13026.9795,6.447722047,3687.956093,161
3327,2003,100.0,91.7,16.29,35.56,25.487387,13613.353,5.763206067,4760.104019,161
3328,2004,99.99799,92.3,16.78,46.31,30.926939,14380.439,9.795936389,6101.632117,161
3329,2005,99.98703,92.8,15.34,39.74,24.599195,14507.764,8.992304936,7456.296101,161
3330,2006,99.960724,93.1,14.23,44.52,25.271046,15888.103,6.947988086,8101.856924,161
3331,2007,99.92317,93.4,12.48,36.46,19.048117,16664.893,5.043507932,9791.88245,161
3332,2008,99.88086,93.7,12.53,34.42,17.356663,16521.768,0.815024573,10941.17215,161
3333,2009,99.850876,93.9,13.12,38.15,19.59123,16535.234,-4.823153953,9103.474051,161
3334,2010,100.0,94.2,14.21,55.72,26.400076,17211.758,8.427104323,10742.77498,161
3335,2011,100.0,94.3,12.68,58.09,25.335835,18146.143,11.20011058,11420.55546,161
3336,2012,100.0,94.5,13.03,65.21,27.241205,18988.32,4.788492711,11795.63346,161
3337,2013,100.0,94.7,13.8,69.22,28.857298,18532.307,8.485816997,12614.78161,161
3338,2014,100.0,94.8,11.51,52.62,20.912487,18718.594,4.939715161,12157.99043,161
3339,2015,100.0,94.9,13.34,83.65,32.014236,20173.496,6.084486904,11006.27952,161
3340,2016,100.0,95.1,13.23,90.24,32.97161,20824.393,3.323084208,10894.60338,161
3341,2017,100.0,95.2,11.4,87.24,29.43022,21773.725,7.501997489,10589.66772,161
3342,2018,100.0,95.2,11.83,97.77,32.176003,21345.375,2.979885235,9454.348443,161
3343,2019,100.0,95.2,14.12,132.26,43.680435,21973.062,0.889585161,9121.515167,161
3344,2020,100.0,95.2,32.63816497829233,128.34,42.02082,21435.07,1.793551396,8536.43332,161
3345,2000,99.6,99.4,0.09,0.0,0.0,26223.863,5.469064133,643.1909754,162
3346,2001,99.73518,99.5,0.09,0.0,0.0,32628.65,4.343845714,774.482152,162
3347,2002,99.71919,99.6,0.09,0.0,0.0,27147.498,0.257179925,967.8874353,162
3348,2003,99.69797,99.6,0.08,0.0,0.0,37007.59,3.26882856,1283.908782,162
3349,2004,99.67385,99.65,0.07,0.0,0.0,36185.508,5.000407438,1453.917784,162
3350,2005,99.6492,99.7,0.07,0.0,0.0,36145.84,13.03403487,1704.41538,162
3351,2006,99.84133,99.8,0.08,0.0,0.0,36023.754,10.97330833,2136.472101,162
3352,2007,99.60816,99.8,0.07,0.0,0.0,34462.887,11.05929947,2600.368758,162
3353,2008,99.59714,99.8,0.07,0.0,0.0,27853.562,14.7,3904.465301,162
3354,2009,99.596054,99.8,0.08,0.0,0.0,44702.367,6.100000115,4036.456805,162
3355,2010,100.0,99.9,0.07,0.0,0.0,47374.234,9.199999988,4439.202128,162
3356,2011,99.87741,99.9,0.06,0.0,0.0,51670.953,14.69999993,5649.962106,162
3357,2012,99.895836,99.9,0.05,0.0,0.0,55318.344,11.09999996,6675.178055,162
3358,2013,99.912094,99.9,0.06,0.0,0.0,48244.71,10.2000001,7304.285771,162
3359,2014,99.935104,99.9,0.05,0.0,0.0,49096.004,10.29999997,7962.244925,162
3360,2015,100.0,99.9,0.05,0.0,0.0,57717.438,6.49999991,6432.685325,162
3361,2016,99.9899,99.9,0.05,0.0,0.0,56153.7,6.199999966,6387.682575,162
3362,2017,99.99625,99.9,0.06,0.0,0.0,54625.52,6.500000047,6587.092604,162
3363,2018,100.0,99.9,0.06,0.0,0.0,59849.832,6.199999941,6967.375043,162
3364,2019,99.9,99.9,0.06,0.0,0.0,57961.055,6.3,7612.03518,162
3365,2020,100.0,99.9,32.63816497829233,0.0,0.0,67626.92,3.441610056684874,13283.77434796745,162
3366,2000,7.3511305,0.9,95.01,1.55,97.484276,430.94543,3.141907338,261.8691416,163
3367,2001,8.6,0.9,95.22,1.55,97.484276,426.19104,5.183661126,239.473127,163
3368,2002,7.8,0.9,95.35,1.67,97.66082,423.49295,8.732685764,245.5000403,163
3369,2003,10.563554,0.9,95.28,1.75,97.22222,432.8561,6.473258672,254.3012043,163
3370,2004,11.625457,0.8,95.02,1.89,97.422676,447.65942,6.807233344,296.0142675,163
3371,2005,8.9,0.8,94.11,1.84,94.35897,493.46793,6.332565116,333.7315763,163
3372,2006,9.0,0.8,93.82,1.17,74.522285,465.70273,10.78474439,349.2171001,163
3373,2007,14.817822,0.8,93.74,1.41,71.5736,545.6078,8.412425965,403.6637446,163
3374,2008,15.892814,0.9,93.73,1.7,73.27586,557.28687,8.708751901,474.5179496,163
3375,2009,10.0,0.8,93.87,1.51,62.916664,552.86536,6.801517348,799.9658963,163
3376,2010,12.1,0.8,93.18,1.59,59.107807,604.4495,5.637611638,822.5393725,163
3377,2011,14.6,0.8,92.79,1.61,61.685825,614.26904,9.391655493,832.5690782,163
3378,2012,20.319271,0.8,92.95,1.58,80.61224,577.6927,3.837455606,790.1314506,163
3379,2013,13.9,0.8,92.55,2.45,94.5946,651.41376,3.586905826,810.090395,163
3380,2014,20.4,0.7,91.84,2.52,89.67972,728.95105,5.106307324,883.5287445,163
3381,2015,18.5,0.7,91.07,2.58,89.89548,707.7433,5.187859863,847.2676289,163
3382,2016,26.7,0.7,90.83,3.48,92.30769,765.0577,4.781000291,736.5598474,163
3383,2017,32.521152,0.6,90.76,3.65,93.35038,804.89435,3.131405518,746.8307529,163
3384,2018,41.92,0.6,90.07,4.0,92.80743,841.20447,6.303923781,770.6007843,163
3385,2019,41.3,0.5,90.22,4.24,97.92147,811.62756,6.438745034,798.5857341,163
3386,2020,42.074417,0.5,32.63816497829233,4.32,97.07866,766.4143,2.951306422,822.0276815,163
3387,2000,100.0,91.65,1.25,11.28,51.742863,32435.855,5.9,658.348608,164
3388,2001,100.0,92.0,1.23,12.05,51.050285,32281.633,8.8,807.8019371,164
3389,2002,100.0,92.3,1.03,9.65,50.492596,32374.943,5.339647212,911.9111514,164
3390,2003,100.0,92.7,0.99,9.27,50.321865,33439.895,9.516609863,1087.785627,164
3391,2004,100.0,92.9,1.21,11.78,54.279747,33554.93,11.79535253,1416.60381,164
3392,2005,99.88556,93.2,1.27,12.4,54.413425,34223.043,3.071230394,1894.470781,164
3393,2006,100.0,93.6,1.75,12.92,53.376804,34864.605,7.571420762,2391.323934,164
3394,2007,99.8,93.9,2.39,10.47,52.51861,34933.59,8.215844451,3197.934295,164
3395,2008,100.0,94.0,2.72,11.82,52.788452,33911.27,2.243491598,4066.547885,164
3396,2009,100.0,94.2,2.96,12.12,54.74024,29011.01,-15.13646791,2639.391654,164
3397,2010,100.0,94.3,2.88,13.39,54.305687,31235.12,4.092004367,3078.429982,164
3398,2011,100.0,94.6,2.74,11.2,52.038986,32400.47,5.445280813,3704.824973,164
3399,2012,99.86749,94.7,2.86,11.23,51.104053,31779.547,0.152314965,4004.804396,164
3400,2013,100.0,94.8,3.49,15.11,50.756283,30228.559,0.045439094,4187.739845,164
3401,2014,100.0,94.8,3.5,10.17,54.159798,26764.613,-10.07889498,3104.643206,164
3402,2015,100.0,94.9,4.15,7.1,58.605545,22306.594,-9.772987211,2124.662319,164
3403,2016,100.0,94.9,5.48,9.25,55.384995,23419.848,2.440981945,2187.73051,164
3404,2017,100.0,94.9,6.48,10.88,62.466003,21840.365,2.359972281,2638.326055,164
3405,2018,100.0,95.0,6.92,13.02,61.568604,22768.459,3.488362342,3096.561697,164
3406,2019,100.0,94.9,7.44,11.87,62.144634,21661.146,3.199503862,3661.456204,164
3407,2020,100.0,94.9,32.63816497829233,17.56,63.240257,20916.844,-4.000006101,3724.938437,164
3408,2000,100.0,100.0,0.08,0.0,0.0,163580.66,10.85270421,33291.36625,165
3409,2001,100.0,100.0,0.06,0.0,0.0,156784.6,1.39908503,31280.75586,165
3410,2002,100.0,100.0,0.07,0.0,0.0,162836.45,2.43345681,31567.54631,165
3411,2003,100.0,100.0,0.07,0.0,0.0,165507.6,8.800540815,33499.10278,165
3412,2004,100.0,100.0,0.1,0.0,0.0,169047.55,9.566436637,36333.18733,165
3413,2005,100.0,100.0,0.11,0.0,0.0,164587.45,4.855141196,39365.45964,165
3414,2006,100.0,100.0,0.12,0.0,0.0,151316.52,9.837319773,41907.42147,165
3415,2007,100.0,100.0,0.11,0.0,0.0,139351.47,3.184390174,41809.46216,165
3416,2008,100.0,100.0,0.11,0.0,0.0,134274.22,3.191836276,44498.94051,165
3417,2009,100.0,100.0,0.11,0.01,0.012061271,115803.19,-5.242921907,32024.19778,165
3418,2010,100.0,100.0,0.11,0.02,0.022642363,114656.625,1.602850048,33893.26387,165
3419,2011,100.0,100.0,0.11,0.03,0.032181934,119056.13,6.928508599,39194.67224,165
3420,2012,100.0,100.0,0.1,0.02,0.020030046,123958.766,4.483791985,40976.49075,165
3421,2013,100.0,100.0,0.1,0.08,0.077361956,129486.234,5.053077855,42412.6395,165
3422,2014,100.0,100.0,0.14,0.31,0.28292415,127985.82,4.41008526,43751.80565,165
3423,2015,100.0,100.0,0.13,0.31,0.25885102,137896.34,5.060334864,38663.4005,165
3424,2016,100.0,100.0,0.12,0.32,0.26261798,142115.27,2.984216091,38141.86713,165
3425,2017,100.0,100.0,0.19,0.75,0.592698,135601.27,2.373551057,40644.79119,165
3426,2018,100.0,100.0,0.32,1.32,1.0318142,132789.17,1.189855642,43839.32449,165
3427,2019,100.0,100.0,0.67,3.8,2.930968,134878.39,3.411538686,42701.44305,165
3428,2020,100.0,100.0,32.63816497829233,5.5,5.5788226,126073.66,-6.134500803,36284.55524,165
3429,2000,100.0,100.0,0.96,9.98,25.385971,45275.645,3.672369105,28223.06757,166
3430,2001,100.0,100.0,0.85,9.56,26.061146,45559.023,2.072656279,27806.44882,166
3431,2002,100.0,100.0,0.97,11.13,25.735828,44332.9,2.123222773,30049.89632,166
3432,2003,100.0,100.0,0.93,10.62,25.112528,44750.703,3.029889927,34487.46757,166
3433,2004,100.0,100.0,1.14,14.14,24.058882,44856.6,2.355629762,40371.71083,166
3434,2005,100.0,100.0,1.35,16.93,24.922867,44937.305,2.59328001,42132.09072,166
3435,2006,100.0,100.0,1.55,18.11,23.779991,44057.82,2.584104677,44654.09692,166
3436,2007,100.0,100.0,1.84,19.69,21.049417,42517.13,2.269486875,50653.25691,166
3437,2008,100.0,100.0,2.79,21.85,19.317118,41451.902,-0.239638085,47549.34863,166
3438,2009,100.0,100.0,3.38,25.25,25.289482,39040.56,-4.247356266,38952.21103,166
3439,2010,100.0,100.0,3.67,26.18,23.308966,39540.008,2.131438198,39688.61497,166
3440,2011,100.0,100.0,4.44,35.2,28.537775,37007.074,1.457563391,42284.88449,166
3441,2012,100.0,100.0,4.77,41.24,30.934633,37292.91,1.469887521,42686.80005,166
3442,2013,100.0,100.0,6.02,53.21,34.84158,36881.977,1.890018342,43713.81412,166
3443,2014,100.0,100.0,7.36,64.52,38.265564,34583.77,2.991164814,47787.2413,166
3444,2015,100.0,100.0,8.61,82.57,45.5985,34890.32,2.622596679,45404.56777,166
3445,2016,100.0,100.0,8.6,82.99,46.009277,34296.684,2.263463538,41499.5557,166
3446,2017,100.0,100.0,9.7,98.85,50.489407,34098.812,2.134453093,40857.75558,166
3447,2018,100.0,100.0,10.99,110.03,52.977306,33771.496,1.650925496,43646.95197,166
3448,2019,100.0,100.0,12.24,120.48,54.923054,32893.76,1.671944197,43070.49836,166
3449,2020,100.0,100.0,32.63816497829233,131.74,59.403976,29425.54,-9.396160006,41059.16881,166
3450,2000,100.0,100.0,5.43,350.93,29.05815,93999.86,4.127484017,36334.90878,167
3451,2001,100.0,100.0,4.68,280.06,28.138706,90772.18,0.998340792,37133.24281,167
3452,2002,100.0,100.0,4.84,336.34,29.040926,91201.06,1.741695251,38023.16111,167
3453,2003,100.0,100.0,5.33,349.18,28.765244,90619.11,2.861210768,39496.48588,167
3454,2004,100.0,100.0,5.48,345.14,28.686348,91504.484,3.798891125,41712.80107,167
3455,2005,100.0,100.0,5.84,353.04,28.129686,90654.53,3.513213799,44114.74778,167
3456,2006,100.0,100.0,6.4,381.16,28.870703,89067.04,2.854972294,46298.73144,167
3457,2007,100.0,100.0,6.3,347.91,27.865068,89395.14,1.876171454,47975.9677,167
3458,2008,100.0,100.0,6.85,377.11,28.808554,86378.65,-0.136579803,48382.55845,167
3459,2009,100.0,100.0,7.35,415.56,30.823996,81376.18,-2.536757067,47099.98047,167
3460,2010,100.0,100.0,7.44,424.48,29.93359,83397.48,2.56376656,48466.6576,167
3461,2011,100.0,100.0,8.36,509.74,31.792154,81962.36,1.550835505,49882.55813,167
3462,2012,100.0,100.0,8.73,492.32,31.223783,79102.34,2.249545852,51602.93105,167
3463,2013,100.0,100.0,9.08,520.38,32.28614,80556.516,1.842081071,53106.53677,167
3464,2014,100.0,100.0,9.22,546.83,32.81242,80725.086,2.525973446,55049.98833,167
3465,2015,100.0,100.0,9.03,556.49,33.14577,79317.37,3.07551465,56863.3715,167
3466,2016,100.0,100.0,9.46,624.91,34.998875,78613.54,1.711426774,58021.4005,167
3467,2017,100.0,100.0,9.92,707.19,37.315506,78289.01,2.332679395,60109.65573,167
3468,2018,100.0,100.0,10.12,733.17,36.659092,80583.34,2.996464352,63064.41841,167
3469,2019,100.0,100.0,10.42,760.76,37.75918,79489.016,2.161176515,65279.52903,167
3470,2020,100.0,100.0,32.63816497829233,821.4,39.8518,73236.14,-3.404591573,63593.44362,167
3471,2000,97.676865,100.0,38.73,7.0,93.45795,14601.469,-1.929930638,6875.025469,168
3472,2001,97.78539,100.0,41.63,9.1,99.344986,15946.608,-3.844129949,6284.45968,168
3473,2002,97.88633,100.0,43.25,9.44,99.26392,14137.804,-7.732007206,4090.891888,168
3474,2003,97.98204,100.0,43.83,8.45,99.06213,14181.147,0.805283915,3624.205685,168
3475,2004,98.07486,100.0,39.31,4.77,82.52595,13627.525,5.004160334,4120.544205,168
3476,2005,98.167145,100.0,41.32,6.66,88.09524,14696.39,7.460132138,5226.9441,168
3477,2006,98.505424,100.0,37.6,3.6,65.81353,13377.3125,4.098577364,5887.845162,168
3478,2007,98.692635,100.0,43.2,8.31,89.547424,15803.453,6.541510842,7026.503055,168
3479,2008,98.784355,100.0,44.09,5.5,64.629845,16750.07,7.176144668,9091.079039,168
3480,2009,99.1,100.0,44.64,6.08,69.090904,17655.945,4.243494175,9451.932449,168
3481,2010,99.3,100.0,53.29,9.31,84.40617,18292.451,7.803409666,11992.02377,168
3482,2011,99.17,100.0,49.67,7.61,73.384766,17861.395,5.162133029,14236.715,168
3483,2012,99.6,100.0,47.85,6.76,63.713478,17839.785,3.538178707,15171.58017,168
3484,2013,99.61181,100.0,51.87,9.41,82.18341,18592.736,4.637538641,16973.68924,168
3485,2014,99.65708,100.0,56.7,11.21,87.23735,19071.291,3.238791217,16831.94819,168
3486,2015,99.70948,100.0,59.4,11.7,85.9662,19596.402,0.370741265,15613.74597,168
3487,2016,99.7,100.0,60.32,12.41,90.25455,19814.26,1.689798164,16715.63347,168
3488,2017,99.8,100.0,60.82,12.93,90.73684,19084.248,1.627753973,18690.89384,168
3489,2018,99.8,100.0,60.86,13.14,90.62069,19538.71,0.477907184,18703.86029,168
3490,2019,99.9,100.0,60.76,14.16,88.224304,19985.01,0.350447153,17688.01501,168
3491,2020,100.0,100.0,32.63816497829233,11.14,82.27474,17631.44,-5.858721243,15438.41167,168
3492,2000,99.59327,83.6,0.72,5.82,13.128806,24053.547,3.834999999,558.2268024,169
3493,2001,99.630104,83.9,0.78,5.9,13.125695,23824.65,4.16383825,456.7062895,169
3494,2002,99.7,84.2,1.02,6.12,13.11335,24111.441,3.973488192,383.343068,169
3495,2003,99.683365,84.5,1.42,7.54,16.107668,21826.992,4.232627382,396.377979,169
3496,2004,99.7045,84.6,1.05,8.92,18.818565,21485.61,7.449000605,465.1198869,169
3497,2005,99.72508,85.0,1.62,8.84,18.820522,21171.098,6.950007197,546.7768502,169
3498,2006,99.4901,85.3,0.85,4.65,10.592255,19566.176,7.451418476,654.2838373,169
3499,2007,99.774536,85.3,0.9,4.61,10.334005,20663.172,9.473005305,830.4076942,169
3500,2008,99.80875,85.7,0.8,4.44,11.044776,19085.639,9.029161017,1082.286025,169
3501,2009,99.852905,85.6,1.25,6.42,14.394619,18643.188,8.050933328,1213.265328,169
3502,2010,99.91289,85.8,1.35,8.11,16.46032,18563.715,7.597167961,1742.349256,169
3503,2011,99.96144,85.6,0.95,5.65,11.315842,19236.137,7.525139894,2051.129515,169
3504,2012,99.98982,85.8,1.34,6.59,13.140578,18406.984,7.102444887,2267.623275,169
3505,2013,99.99887,85.5,1.19,5.65,10.945371,18200.295,7.29655037,2419.718703,169
3506,2014,100.0,85.5,1.4,6.01,11.402011,18518.158,6.873838441,2628.460008,169
3507,2015,100.0,85.35,1.71,7.0,12.832264,17386.195,7.218773508,2753.971072,169
3508,2016,100.0,85.2,1.61,7.25,12.946428,16374.342,5.9321508,2704.677188,169
3509,2017,100.0,84.9,1.75,8.35,14.381675,16642.676,4.395274633,1916.764642,169
3510,2018,100.0,84.3,1.49,5.85,9.8435135,16445.74,5.354996888,1597.068337,169
3511,2019,100.0,84.6,1.57,6.47,10.7636,16212.221,5.709632222,1784.009816,169
3512,2020,100.0,84.25,32.63816497829233,5.01,8.956025,15860.609,1.714770576,1750.697113,169
3513,2000,22.14308,15.9,48.65,0.0,0.0,1988.2789,5.924809057,1470.63587,170
3514,2001,23.94388,15.7,47.42,0.0,0.0,2158.8423,-3.397582489,1363.185058,170
3515,2002,25.737099,15.5,51.92,0.0,0.0,2008.1954,-5.198318759,1354.100243,170
3516,2003,27.52508,15.35,50.45,0.0,0.0,2298.1453,4.288335117,1580.575634,170
3517,2004,29.310175,15.1,64.06,0.0,0.0,1804.7319,3.987392802,1788.122206,170
3518,2005,31.094734,14.7,64.26,0.0,0.0,1761.5437,5.305326473,1887.226576,170
3519,2006,26.44,14.5,63.75,0.0,0.0,1595.11,8.465159865,2049.532809,170
3520,2007,33.62462,13.9,42.26,0.0,0.0,2524.6426,2.871659844,2352.973255,170
3521,2008,36.470303,13.5,47.63,0.0,0.0,2429.7217,5.602991462,2629.053124,170
3522,2009,33.291115,12.9,38.79,0.0,0.0,2740.9023,3.037246028,2573.889015,170
3523,2010,44.1,12.3,38.4,0.0,0.0,2766.5137,1.260681797,2839.40634,170
3524,2011,41.93533,11.5,35.99,0.01,16.666668,3125.876,3.137874086,3173.822022,170
3525,2012,43.789528,11.0,39.28,0.01,16.666668,2561.162,1.010029914,2997.293432,170
3526,2013,31.7,10.6,41.26,0.02,28.571428,2422.6257,0.468608459,2954.774511,170
3527,2014,49.057446,10.0,31.74,0.02,28.571428,2701.0388,3.12624625,2926.67996,170
3528,2015,52.2051,9.5,35.91,0.02,28.571428,2484.069,0.371578452,2695.666186,170
3529,2016,57.82,8.8,33.4,0.02,28.571428,2445.8684,4.688677823,2805.66532,170
3530,2017,62.8,8.4,36.13,0.01,16.666668,2661.3218,6.315604199,3082.475083,170
3531,2018,61.754513,8.3,29.96,0.02,28.571428,3346.0903,2.900230273,3125.404999,170
3532,2019,64.59019,8.0,31.86,0.02,28.571428,3154.4717,3.912534737,3116.297759,170
3533,2020,67.33327,7.6,32.63816497829233,0.02,28.571428,2923.538,-6.813991132,2870.0893,170
3534,2000,49.187256,55.7,0.95,0.0,0.0,3228.2104,3.441610056684874,13283.77434796745,171
3535,2001,50.34124,56.1,0.89,0.0,0.0,3380.4053,3.441610056684874,13283.77434796745,171
